,objid,ra,dec,g-i,u-g,u-z,g-z,g-r,z-w1,z-w2,z-w3,z-w4,concentration_index,photo_z,frac_dev,host_galaxy,distance,axis_ratio,category,radius,magnitude,u_mag,g_mag,i_mag,r_mag,z_mag,w1,w2,w3,w4,link
67,1237654606410154201,184.6099408,5.838129725,1.28357,1.70808,3.33217,1.62409,0.85595,2.29509,2.44009,4.78109,6.76709,0.3607087412,0.086689,0.7268134,NGC4261,29.4,0.6216194,Contaminant,335.6824931,-15.77250665,19.13326,17.42518,16.14161,16.56923,15.80109,13.506,13.361,11.02,9.034,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237654606410154201
68,1237654606410219674,184.7221067,5.645251691,1.35628,1.93187,3.61523,1.68336,0.92985,2.17068,2.25268,3.73768,6.98468,0.3467238035,0.081007,1.0,NGC4261,29.4,0.7694706,Contaminant,391.9379378,-15.85954665,19.34391,17.41204,16.05576,16.48219,15.72868,13.558,13.476,11.991,8.744,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237654606410219674
69,1237654606410219665,184.7126203,5.720881767,1.0521,1.84104,3.35453,1.51349,0.83441,2.39236,2.45336,3.92036,7.10536,0.3721100057,0.074746,0.9992991,NGC4261,29.4,0.5851569,Contaminant,151.365771,-15.38829665,19.62889,17.78785,16.73575,16.95344,16.27436,13.882,13.821,12.354,9.169,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237654606410219665
70,1237655126619914321,184.5847863,5.856012665,1.30662,1.76341,3.41269,1.64928,0.9086,2.1584,2.2484,4.5724,7.5124,0.3138496974,0.096411,1.0,NGC4261,29.4,0.7629263,Contaminant,247.5386399,-14.98465665,20.02909,18.26568,16.95906,17.35708,16.6164,14.458,14.368,12.044,9.104,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237655126619914321
71,1237655126083043536,184.6553261,5.605398116,1.13278,1.44387,2.87175,1.42788,0.7325,2.38102,2.42802,6.02002,7.50102,0.4384303792,0.090414,0.03388512,NGC4261,29.4,0.396513,Contaminant,414.9484452,-15.31433665,19.20377,17.7599,16.62712,17.0274,16.33202,13.951,13.904,10.312,8.831,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237655126083043536
72,1237654606410285233,184.8351855,5.694115388,1.47697,1.58018,3.35407,1.77389,1.0248,1.96741,2.20641,4.69141,7.75741,0.3871856021,0.177182,0.629299,NGC4261,29.4,0.9645763,Contaminant,459.4359983,-15.03723665,19.90948,18.3293,16.85233,17.3045,16.55541,14.588,14.349,11.864,8.798,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237654606410285233
73,1237654606410219643,184.6958749,5.711221614,1.11664,1.40337,2.77531,1.37194,0.70792,2.14347,2.35647,5.78547,8.40347,0.2800572241,0.103875,1.0,NGC4261,29.4,0.5570424,Contaminant,324.3656948,-14.78324665,19.66978,18.26641,17.14977,17.55849,16.89447,14.751,14.538,11.109,8.491,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237654606410219643
74,1237654606410350834,185.0485875,5.800543608,1.0702,1.30898,2.63359,1.32461,0.68548,2.2905,2.5475,5.6775,7.6935,0.4085661881,0.095594,0.853604,NGC4261,29.4,0.8263898,Contaminant,365.8261519,-15.61910665,18.71709,17.40811,16.33791,16.72263,16.0835,13.793,13.536,10.406,8.39,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237654606410350834
75,1237655126620045582,184.9818876,5.892497145,1.29433,1.76014,3.30062,1.54048,0.92044,2.58682,2.84782,5.03382,8.12382,0.4235802583,0.140477,0.9769666,NGC4261,29.4,0.5316396,Contaminant,61.63748602,-14.62087665,20.40144,18.6413,17.34697,17.72086,17.10082,14.514,14.253,12.067,8.977,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237655126620045582
76,1237655126083174683,184.8701267,5.596913597,1.33167,1.79255,3.49922,1.70667,0.9159,2.0222,1.9642,4.2312,7.7432,0.3013733651,0.102933,1.0,NGC4261,29.4,0.7861168,Contaminant,282.1826809,-14.77076665,20.27942,18.48687,17.1552,17.57097,16.7802,14.758,14.816,12.549,9.037,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237655126083174683
77,1237655126620111012,185.056359,5.970935804,1.44453,1.98013,3.74324,1.76311,0.98283,2.11771,2.17771,4.00571,6.87671,0.3941432155,0.093886,0.5688059,NGC4261,29.4,0.7341285,Contaminant,592.2479101,-16.52074665,18.78395,16.80382,15.35929,15.82099,15.04071,12.923,12.863,11.035,8.164,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237655126620111012
78,1237655126620111035,185.091495,5.915692394,1.36468,1.95984,3.63777,1.67793,0.94563,2.25171,2.32271,3.19771,6.96771,0.3195616975,0.0862,1.0,NGC4261,29.4,0.8224731,Contaminant,287.4557714,-16.03872665,19.20848,17.24864,15.88396,16.30301,15.57071,13.319,13.248,12.373,8.603,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237655126620111035
79,1237655126619979981,184.7373996,5.996840658,0.82183,1.22488,2.15673,0.93185,0.52643,1.86115,1.98615,5.56915,7.41815,0.4540864076,0.055382,0.6892656,NGC4261,29.4,0.5299141,Contaminant,789.8974118,-15.88116665,18.21188,16.987,16.16517,16.46057,16.05515,14.194,14.069,10.486,8.637,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237655126619979981
80,1237654606947090611,184.7482317,6.051924861,1.04369,1.21384,2.53522,1.32138,0.66634,2.39647,2.49047,6.03147,8.10847,0.3955742704,0.11256,0.4543664,NGC4261,29.4,0.8407275,Contaminant,296.3427836,-14.75422665,19.46769,18.25385,17.21016,17.58751,16.93247,14.536,14.442,10.901,8.824,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237654606947090611
81,1237661816558846007,189.1236196,12.13426644,1.04838,1.45286,2.7842,1.33134,0.68822,2.19704,2.34704,5.39804,8.28804,0.4210978665,0.082732,0.07023624,NGC4552,15.33,0.7704821,Contaminant,159.9781414,-12.89255077,20.17624,18.72338,17.675,18.03516,17.39204,15.195,15.045,11.994,9.104,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661816558846007
82,1237661949182476435,188.896397,12.03356472,1.0933,1.39253,2.72143,1.3289,0.71572,1.93699,2.23999,6.09399,7.92699,0.4729370129,0.096583,0.1965129,NGC4552,15.33,0.6723368,Contaminant,365.1735303,-13.74754077,19.28842,17.89589,16.80259,17.18017,16.56699,14.63,14.327,10.473,8.64,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661949182476435
83,1237658629695995998,188.6034568,12.3247696,1.31904,1.64407,3.30462,1.66055,0.88906,2.20577,2.48777,5.17677,7.76077,0.3835062104,0.107023,1.0,NGC4552,15.33,0.7581595,Contaminant,178.6520257,-13.81945077,19.64139,17.99732,16.67828,17.10826,16.33677,14.131,13.849,11.16,8.576,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237658629695995998
84,1237658629695995979,188.5550575,12.33591383,1.35047,1.77105,3.42631,1.65526,0.93295,2.32762,2.52062,4.42662,7.51662,0.3142530955,0.10079,1.0,NGC4552,15.33,0.8708902,Contaminant,93.10977985,-13.67578077,19.95593,18.18488,16.83441,17.25193,16.52962,14.202,14.009,12.103,9.013,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237658629695995979
85,1237658629695930448,188.4089691,12.33893163,1.21876,1.72605,3.22638,1.50033,0.81725,2.26736,2.50436,5.38936,7.96436,0.4220543302,0.068057,0.4886338,NGC4552,15.33,0.5193279,Contaminant,263.9225724,-13.49927077,19.97174,18.24569,17.02693,17.42844,16.74536,14.478,14.241,11.356,8.781,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237658629695930448
86,1237661949719150717,188.411494,12.46144784,1.40881,1.68761,3.44384,1.75623,0.99427,2.17368,2.33668,4.50268,7.75168,0.4255305657,0.128504,0.849083,NGC4552,15.33,0.819779,Contaminant,132.3375025,-13.52107077,20.08852,18.40091,16.9921,17.40664,16.64468,14.471,14.308,12.142,8.893,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661949719150717
87,1237661812813332644,188.6687878,12.54454324,1.39,1.87162,3.61548,1.74386,0.96638,2.12217,2.19517,2.82517,6.54717,0.3149561476,0.093184,1.0,NGC4552,15.33,0.563386,Contaminant,259.0911044,-14.77306077,18.99265,17.12103,15.73103,16.15465,15.37717,13.255,13.182,12.552,8.83,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661812813332644
88,1237658629696061550,188.6754515,12.303384,1.44984,1.95918,3.78392,1.82474,0.98947,2.35263,2.51263,4.01163,7.22163,0.3190330382,0.096706,1.0,NGC4552,15.33,0.7231996,Contaminant,135.7229315,-14.07481077,19.80155,17.84237,16.39253,16.8529,16.01763,13.665,13.505,12.006,8.796,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237658629696061550
89,1237658629695996036,188.6712986,12.28114363,1.45473,1.86778,3.73707,1.86929,0.98858,2.63562,2.82762,5.29062,7.17362,0.3828749989,0.103253,0.3156118,NGC4552,15.33,0.4536774,Contaminant,242.3245725,-13.71238077,20.07169,18.20391,16.74918,17.21533,16.33462,13.699,13.507,11.044,9.161,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237658629695996036
90,1237658629696127207,188.9005869,12.33261946,1.43932,1.8018,3.64343,1.84163,0.94941,2.44024,2.71624,5.83724,7.75924,0.4121181555,0.095812,0.1650458,NGC4552,15.33,0.2684907,Contaminant,346.5313507,-13.39525077,20.28367,18.48187,17.04255,17.53246,16.64024,14.2,13.924,10.803,8.881,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237658629696127207
91,1237661949719281798,188.6880402,12.43107778,1.3293,1.85403,3.50589,1.65186,0.91675,2.15349,2.32349,4.50849,7.70949,0.3232607292,0.085915,1.0,NGC4552,15.33,0.831427,Contaminant,122.8251025,-13.48311077,20.21538,18.36135,17.03205,17.4446,16.70949,14.556,14.386,12.201,9.0,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661949719281798
92,1237661949719347452,188.8816529,12.39482855,1.40033,1.53917,3.29301,1.75384,0.90874,2.14901,2.42801,5.58301,7.31101,0.4197871214,0.126337,0.5661615,NGC4552,15.33,0.5636811,Contaminant,260.0510643,-13.63160077,19.74402,18.20485,16.80452,17.29611,16.45101,14.302,14.023,10.868,9.14,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661949719347452
93,1237658629696061575,188.7024613,12.36232221,1.04985,1.34082,2.65803,1.31721,0.6612,2.23447,2.46647,5.84547,8.00347,0.4072147292,0.090774,0.1518876,NGC4552,15.33,0.3817104,Contaminant,305.4298404,-13.46623077,19.4635,18.12268,17.07283,17.46148,16.80547,14.571,14.339,10.96,8.802,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237658629696061575
94,1237661949719281838,188.7775169,12.37936857,1.42115,1.89207,3.70154,1.80947,1.00366,2.47128,2.62128,4.59428,7.97028,0.3963956518,0.112399,0.8868514,NGC4552,15.33,0.4421879,Contaminant,86.03311949,-13.26062077,20.56282,18.67075,17.2496,17.66709,16.86128,14.39,14.24,12.267,8.891,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661949719281838
95,1237661949719347544,188.8816256,12.42330266,1.09844,1.53341,2.86051,1.3271,0.73983,1.56225,1.77625,4.09525,7.31425,0.5271204769,0.060924,0.0,NGC4552,15.33,0.9854441,Contaminant,377.8109604,-14.15219077,19.04876,17.51535,16.41691,16.77552,16.18825,14.626,14.412,12.093,8.874,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661949719347544
96,1237661817095520539,188.814546,12.485856,1.35087,1.97913,3.69097,1.71184,0.8879,2.18435,2.29835,4.08135,7.02435,0.3525902372,0.072702,0.9163501,NGC4552,15.33,0.7377689,Contaminant,136.9472385,-14.18442077,19.61032,17.63119,16.28032,16.74329,15.91935,13.735,13.621,11.838,8.895,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661817095520539
97,1237661817095520440,188.6978354,12.57538706,0.8464,1.25253,2.19393,0.9414,0.52649,2.0576,2.3576,5.3046,8.7776,0.446922968,0.085319,0.04171069,NGC4552,15.33,0.8742153,Contaminant,221.440262,-13.20720077,19.49953,18.247,17.4006,17.72051,17.3056,15.248,14.948,12.001,8.528,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661817095520440
98,1237661949719347432,188.8537192,12.44110131,1.3553,1.88254,3.58392,1.70138,0.96055,2.20366,2.32366,4.54666,7.63166,0.3584689905,0.105719,1.0,NGC4552,15.33,0.7715605,Contaminant,112.3111496,-13.37322077,20.39758,18.51504,17.15974,17.55449,16.81366,14.61,14.49,12.267,9.182,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661949719347432
99,1237661817095651527,189.0900002,12.58092438,1.45756,1.96356,3.81329,1.84973,1.03234,2.03677,2.15777,3.15477,6.63877,0.3640834463,0.112552,0.8642314,NGC4552,15.33,0.7142444,Contaminant,281.8333346,-14.56255077,19.36106,17.3975,15.93994,16.36516,15.54777,13.511,13.39,12.393,8.909,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661817095651527
100,1237661949719478394,189.0936742,12.4549507,1.29914,1.71854,3.38395,1.66541,0.86893,1.23429,1.42229,3.60229,7.38429,0.4107344365,0.083517,0.02327599,NGC4552,15.33,0.3778893,Contaminant,355.0288774,-14.45194077,19.06324,17.3447,16.04556,16.47577,15.67929,14.445,14.257,12.077,8.295,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661949719478394
101,1237661949719478403,189.1094269,12.42465136,1.21062,1.81443,3.36884,1.55441,0.82729,1.94801,1.93001,3.62001,7.06901,0.3686707694,0.051747,0.9874116,NGC4552,15.33,0.6726593,Contaminant,178.7467988,-14.29858077,19.27085,17.45642,16.2458,16.62913,15.90201,13.954,13.972,12.282,8.833,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661949719478403
102,1237661949719478408,189.1099846,12.40292623,1.21997,2.10807,3.61127,1.5032,0.80579,2.36437,2.38737,4.68637,8.15237,0.3810798715,0.083183,0.6490679,NGC4552,15.33,0.6395943,Contaminant,123.6221233,-13.36593077,20.47564,18.36757,17.1476,17.56178,16.86437,14.5,14.477,12.178,8.712,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661949719478408
103,1237661949719412884,189.0590151,12.43961773,1.15457,1.8382,3.28024,1.44204,0.79271,1.79013,1.95513,4.34013,7.68413,0.346139039,0.060967,1.0,NGC4552,15.33,0.940725,Contaminant,154.4318441,-13.61825077,19.94037,18.10217,16.9476,17.30946,16.66013,14.87,14.705,12.32,8.976,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661949719412884
104,1237661949719478548,189.1453043,12.46697208,1.23565,1.29845,2.84662,1.54817,0.80299,2.42327,2.63627,5.74727,8.20927,0.4426928572,0.151178,0.0,NGC4552,15.33,0.3852768,Contaminant,218.3443996,-13.09526077,19.93389,18.63544,17.39979,17.83245,17.08727,14.664,14.451,11.34,8.878,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661949719478548
105,1237661949719478450,189.1351496,12.39523269,1.17075,1.73845,3.19397,1.45552,0.78713,1.81423,1.94723,4.38823,7.73523,0.3719968549,0.0599,0.7335873,NGC4552,15.33,0.3549732,Contaminant,219.744342,-13.66709077,19.7862,18.04775,16.877,17.26062,16.59223,14.778,14.645,12.204,8.857,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661949719478450
106,1237658629696258321,189.1564508,12.30517043,0.97309,1.30101,2.49536,1.19435,0.64098,1.91329,2.15929,4.97929,8.16529,0.5255125993,0.084296,0.0,NGC4552,15.33,0.8985422,Contaminant,229.4475024,-13.32505077,19.54465,18.24364,17.27055,17.60266,17.04929,15.136,14.89,12.07,8.884,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237658629696258321
107,1237661817095651547,189.1211047,12.6063627,1.2713,1.88502,3.49656,1.61154,0.86001,1.83681,1.84881,3.03181,6.01681,0.3709492861,0.048365,0.914405,NGC4552,15.33,0.8707631,Contaminant,266.9671888,-15.09837077,18.57437,16.68935,15.41805,15.82934,15.07781,13.241,13.229,12.046,9.061,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661817095651547
108,1237661950256283838,189.0313536,12.81337638,1.51543,1.66174,3.52738,1.86564,1.11509,2.40094,2.72394,4.36894,7.74694,0.3212496431,0.161794,1.0,NGC4552,15.33,0.8426197,Contaminant,86.05335783,-13.17322077,20.53132,18.86958,17.35415,17.75449,17.00394,14.603,14.28,12.635,9.257,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661950256283838
109,1237661817095651504,189.068404,12.674645,1.06422,1.32148,2.68146,1.35998,0.6944,1.91221,2.16321,5.19221,7.95221,0.4140426616,0.099904,0.3482318,NGC4552,15.33,0.6740857,Contaminant,313.9170206,-13.34092077,19.60267,18.28119,17.21697,17.58679,16.92121,15.009,14.758,11.729,8.969,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661817095651504
110,1237661950256152680,188.7762287,12.78723878,1.15927,1.56152,2.98538,1.42386,0.77259,2.19033,2.35533,5.63533,7.57133,0.3496585102,0.071096,0.8135451,NGC4552,15.33,0.9189332,Contaminant,222.0825041,-14.89211077,18.36971,16.80819,15.64892,16.0356,15.38433,13.194,13.029,9.749,7.813,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661950256152680
111,1237661950256218186,188.8066478,12.84241014,1.30812,1.73069,3.36325,1.63256,0.8597,2.50199,2.63299,5.51299,7.69399,0.3882685489,0.077037,0.3551218,NGC4552,15.33,0.2957893,Contaminant,339.289155,-14.08586077,19.43224,17.70155,16.39343,16.84185,16.06899,13.567,13.436,10.556,8.375,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661950256218186
112,1237661817095520470,188.7336302,12.64022198,1.18047,1.49554,3.01285,1.51731,0.77856,2.10743,2.31543,5.17543,7.27543,0.4666094608,0.087963,0.3431166,NGC4552,15.33,0.8101599,Contaminant,269.3462213,-14.04953077,19.15228,17.65674,16.47627,16.87818,16.13943,14.032,13.824,10.964,8.864,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661817095520470
113,1237661950256152805,188.778133,12.79695182,1.1438,1.66661,3.01336,1.34675,0.76602,2.47206,2.71506,5.96906,7.92706,0.4450902552,0.084073,0.0,NGC4552,15.33,0.2776749,Contaminant,297.8705819,-13.27792077,20.08242,18.41581,17.27201,17.64979,17.06906,14.597,14.354,11.1,9.142,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661950256152805
114,1237661950256283747,188.9442184,12.83528845,0.92706,1.09927,2.21972,1.12045,0.52533,2.33005,2.64205,5.64305,8.09405,0.3607460514,0.08813,0.9320402,NGC4552,15.33,0.999069,Contaminant,113.59447,-13.30854077,19.24377,18.1445,17.21744,17.61917,17.02405,14.694,14.382,11.381,8.93,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661950256283747
115,1237658630232801407,188.4657916,12.61768699,1.43547,2.05489,3.82153,1.76664,0.99871,2.16232,2.22932,2.67932,5.21532,0.3071359482,0.08513,1.0,NGC4552,15.33,0.9173223,Contaminant,366.6660886,-16.09146077,17.88985,15.83496,14.39949,14.83625,14.06832,11.906,11.839,11.389,8.853,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237658630232801407
116,1237658630232801408,188.4578095,12.62242111,1.42715,2.06802,3.83353,1.76551,0.99774,2.27469,2.32569,2.81169,6.16069,0.287483373,0.095653,1.0,NGC4552,15.33,0.733628,Contaminant,213.0219083,-14.97925077,19.01422,16.9462,15.51905,15.94846,15.18069,12.906,12.855,12.369,9.02,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237658630232801408
117,1237658630232801470,188.4865785,12.62575294,1.42882,2.04363,3.84447,1.80084,1.00097,2.25607,2.41007,3.40507,6.92907,0.3388222,0.101433,0.8659014,NGC4552,15.33,0.3831441,Contaminant,206.1814498,-14.19177077,19.78054,17.73691,16.30809,16.73594,15.93607,13.68,13.526,12.531,9.007,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237658630232801470
118,1237661950256021682,188.4346397,12.76169956,1.37192,1.95098,3.66645,1.71547,0.96447,2.35891,2.37791,4.49991,7.51491,0.341065636,0.103969,1.0,NGC4552,15.33,0.6031314,Contaminant,100.7925872,-13.55180077,20.29136,18.34038,16.96846,17.37591,16.62491,14.266,14.247,12.125,9.11,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661950256021682
119,1237661950256021692,188.4398208,12.74695607,1.32839,1.90661,3.56308,1.65647,0.92518,2.33179,2.37079,4.22979,7.69679,0.3623754829,0.094641,1.0,NGC4552,15.33,0.9378591,Contaminant,60.94764524,-13.27063077,20.48887,18.58226,17.25387,17.65708,16.92579,14.594,14.555,12.696,9.229,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661950256021692
120,1237658630232801385,188.4273501,12.61512571,1.38053,2.08521,3.7645,1.67929,0.96465,2.34996,2.41696,4.15196,7.88096,0.4089686382,0.101573,0.965025,NGC4552,15.33,0.712299,Contaminant,94.0704838,-13.32011077,20.65746,18.57225,17.19172,17.6076,16.89296,14.543,14.476,12.741,9.012,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237658630232801385
121,1237661950256087253,188.5581201,12.74453798,1.04702,1.22137,2.52353,1.30216,0.71372,1.95859,2.43459,5.09359,8.57659,0.4995375075,0.129059,0.0,NGC4552,15.33,0.8128983,Contaminant,185.5774925,-13.16068077,19.70212,18.48075,17.43373,17.76703,17.17859,15.22,14.744,12.085,8.602,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661950256087253
122,1237658630232801563,188.5081223,12.59664796,0.77729,1.45984,2.385,0.92516,0.48032,1.89941,2.19241,5.85141,8.49641,0.4857361273,0.069916,0.0,NGC4552,15.33,0.5330006,Contaminant,281.9419786,-13.26046077,19.60741,18.14757,17.37028,17.66725,17.22241,15.323,15.03,11.371,8.726,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237658630232801563
123,1237661817632587944,189.2152163,12.92899574,1.18073,1.35569,2.85245,1.49676,0.76785,2.42523,2.65723,5.95123,8.06723,0.4636293517,0.104728,0.4445312,NGC4552,15.33,0.6707802,Contaminant,261.5999847,-14.15157077,18.89968,17.54399,16.36326,16.77614,16.04723,13.622,13.39,10.096,7.98,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661817632587944
124,1237661950256349379,189.2461714,12.87347194,1.43894,1.91059,3.71042,1.79983,0.98374,2.21252,2.38452,4.11052,7.34152,0.3162037444,0.094202,1.0,NGC4552,15.33,0.5859225,Contaminant,187.1496244,-14.19810077,19.62394,17.71335,16.27441,16.72961,15.91352,13.701,13.529,11.803,8.572,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661950256349379
125,1237661817632587976,189.270197,12.93998241,1.12822,1.57722,2.97247,1.39525,0.73861,1.97107,2.19807,5.26407,6.94307,0.4943242797,0.066393,0.1586647,NGC4552,15.33,0.9652021,Contaminant,379.301085,-14.59000077,18.65354,17.07632,15.9481,16.33771,15.68107,13.71,13.483,10.417,8.738,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661817632587976
126,1237661817632522426,189.0994041,12.92509318,1.49777,2.11679,3.95692,1.84013,1.04014,2.03969,2.09869,3.63069,6.03969,0.356314552,0.099879,1.0,NGC4552,15.33,0.7245595,Contaminant,413.900727,-15.32703077,18.75761,16.64082,15.14305,15.60068,14.80069,12.761,12.702,11.17,8.761,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661817632522426
127,1237661817632522471,189.1302719,12.99536203,1.48347,2.10726,3.98324,1.87598,1.03133,2.24016,2.33116,3.34716,6.59616,0.3251756589,0.100409,0.8749839,NGC4552,15.33,0.7724473,Contaminant,238.4722278,-14.91490077,19.1514,17.04414,15.56067,16.01281,15.16816,12.928,12.837,11.821,8.572,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661817632522471
128,1237661817632522459,189.1060269,12.9788797,1.44675,1.63149,3.43488,1.80339,0.9514,2.03371,2.29871,5.30671,7.53171,0.3870176699,0.105553,0.7113029,NGC4552,15.33,0.5133992,Contaminant,491.037969,-15.04701077,18.46359,16.8321,15.38535,15.8807,15.02871,12.995,12.73,9.722,7.497,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661817632522459
129,1237661817632522372,189.0035136,12.93608589,1.30518,1.86438,3.48597,1.62159,0.90783,2.07903,2.16403,2.78903,6.56303,0.3248100876,0.075682,1.0,NGC4552,15.33,0.999702,Contaminant,208.6402585,-15.00092077,18.699,16.83462,15.52944,15.92679,15.21303,13.134,13.049,12.424,8.65,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661817632522372
130,1237661817632522448,189.0917807,12.91210788,1.40136,1.7876,3.51718,1.72958,0.96285,2.31633,2.46433,4.49333,7.18233,0.3523298585,0.112212,0.9475056,NGC4552,15.33,0.6896207,Contaminant,162.6712749,-14.18865077,19.48951,17.70191,16.30055,16.73906,15.97233,13.656,13.508,11.479,8.79,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661817632522448
131,1237661817632522387,189.0204192,12.92477714,1.38095,2.05924,3.79232,1.73308,0.96256,1.97967,2.10367,3.26467,6.89567,0.3341515216,0.092358,1.0,NGC4552,15.33,0.9173093,Contaminant,209.317703,-14.16152077,19.78799,17.72875,16.3478,16.76619,15.99567,14.016,13.892,12.731,9.1,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661817632522387
132,1237661817632522418,189.0686928,12.92000885,1.4689,1.76638,3.60201,1.83563,0.94667,2.39221,2.52321,5.64421,7.44521,0.360536387,0.117003,0.5386117,NGC4552,15.33,0.230541,Contaminant,393.3996217,-13.46754077,20.17322,18.40684,16.93794,17.46017,16.57121,14.179,14.048,10.927,9.126,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661817632522418
133,1237661817632522442,189.0930348,13.05265905,1.33719,1.78547,3.4449,1.65943,0.93116,2.2027,2.3157,4.0987,7.6627,0.3250611826,0.101418,1.0,NGC4552,15.33,0.8765014,Contaminant,121.382811,-13.77174077,19.8726,18.08713,16.74994,17.15597,16.4277,14.225,14.112,12.329,8.765,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661817632522442
134,1237661817632587899,189.1436808,12.92403505,1.13824,1.28253,2.73422,1.45169,0.74069,1.86652,2.07252,5.20652,8.36752,0.3880945754,0.12811,1.0,NGC4552,15.33,0.4080253,Contaminant,396.7341432,-13.35619077,19.59474,18.31221,17.17397,17.57152,16.86052,14.994,14.788,11.654,8.493,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661817632587899
